Account / 账号,Nickname / 昵称,Screenshot Name / 截图名称,Rank in Account / 账号内排序,Drama ID / 短剧ID,English Title / 英文剧名,Chinese Title / 中文剧名,Publish Time / 发布时间,Episodes / 集数,Views / 观看数,Duration Seconds / 总时长(秒),Duration Minutes / 总时长(分钟),Limited Free / 是否限免,English Themes / 英文题材,Chinese Themes / 中文题材,English Description Preview / 英文简介预览,Chinese Description / 中文简介,Description Truncated / 简介是否截断,Source Profile URL / 来源主页
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,74,ID 7650585943853765640,Bloodline Fury: The Underdog's Beast Roar,血脉之怒：弱者的野兽咆哮,2026-06-13 03:01:35,29,797283,1682,28.0,是 / Yes,Revenge、City、Mistaken Identities,复仇、城市、错误的身份,Bloodline Fury: The Underdog's Beast Roar,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,75,ID 7650555018030142482,Tsunami Abyss,海啸深渊,2026-06-13 01:01:34,22,816052,1808,30.1,是 / Yes,Adventure、City,冒险、城市,Tsunami Abyss,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,76,ID 7653493289869841415,"Two Princes, One Crown, One Cinderella",两个王子，一顶王冠，一个灰姑娘,2026-06-20 23:03:52,34,231460,2554,42.6,是 / Yes,Family Feud、Mistaken Identities、Romantic Complications,家庭恩怨、错误的身份、浪漫并发症,"Two Princes, One Crown, One Cinderella",,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,77,ID 7652472267502523399,Born again to Burn,重生为燃烧,2026-06-18 05:01:31,28,179472,1728,28.8,是 / Yes,Royal Palace、Revenge,皇宫、复仇,Born again to Burn,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,78,ID 7651142477462098962,Delivery System Game,传送系统游戏,2026-06-14 15:01:13,32,318017,1928,32.1,是 / Yes,Challenge/Quests in Game、Sudden Wealth,游戏中的挑战/任务、暴富,Delivery System Game,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,79,ID 7652642356848268306,The Witness,证人,2026-06-18 16:01:36,35,318108,1877,31.3,是 / Yes,Adventure、Fantasy、Lost Child,冒险、奇幻、丢失的孩子,The Witness,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,80,ID 7652364002286146578,Eternal Undead Whisper: My Undead Lover,永恒的不死低语：我的不死恋人,2026-06-17 23:01:17,30,348728,1505,25.1,是 / Yes,Fantasy、Redemption、Adventure,奇幻、赎回、冒险,"To survive a zombie apocalypse, a timid student must routinely feed his own blood to his fiercely loyal, zombified crush to keep his humanity intact, ultimately unleashing his undead protector's terrifying evolution to massacre the ruthless human survivors who threaten to tear them apart.",,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,81,ID 7652472287345988615,STONE RAIN 12 Hours to Die,石雨死亡12小时,2026-06-18 05:01:31,33,344392,2031,33.9,是 / Yes,Adventure、Fantasy,冒险、奇幻,STONE RAIN 12 Hours to Die,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,82,ID 7650349021860713480,Doomsday Nightmare,末日噩梦,2026-06-12 11:42:14,30,318190,2052,34.2,是 / Yes,Adventure、Survival,冒险、生存,Doomsday Nightmare,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,83,ID 7653493319318377479,Heaven’s Worst Intern,天堂最糟糕的实习生,2026-06-20 23:03:45,30,264888,2243,37.4,是 / Yes,Superior and Inferior、Adventure、Fantasy,强弱逆袭、冒险、奇幻,Heaven’s Worst Intern,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,84,ID 7650663244390355975,A Golden Cage,金色的笼子,2026-06-13 08:01:31,29,318997,2415,40.2,是 / Yes,Married Life、Family Feud、Reconciliation,婚姻生活、家庭恩怨、和解,A Golden Cage,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,85,ID 7652549594240848914,The Loyal Hound: Path of Blood,忠诚的猎犬：血色之路,2026-06-18 10:01:38,30,315927,1565,26.1,是 / Yes,City、Redemption、Family Disputes,城市、赎回、家庭纠纷,"Drawn out of hiding to protect the hunted mob heiress he once failed, an unstoppable former hitman wages a brutal one-man war against her treacherous stepmother's syndicate, ultimately breaking free from captivity to help the newly empowered heiress violently slaughter their enemies and reclaim her underworld throne.",,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,86,ID 7652518569313719314,Attack on Rose,攻击玫瑰,2026-06-18 09:01:19,30,336752,2087,34.8,是 / Yes,Adventure、City,冒险、城市,Attack on Rose,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,87,ID 7650348773083878418,The Mafia Princess Rules Wall Street,黑手党公主统治华尔街,2026-06-12 11:41:13,35,315624,2708,45.1,是 / Yes,Business Competition、Family Feud,商业竞赛、家庭恩怨,The Mafia Princess Rules Wall Street,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,88,ID 7652565002628502535,The Secret of the Perfect Father in Law,完美岳父的秘密,2026-06-18 11:01:23,30,183960,1916,31.9,是 / Yes,Revenge、City、Lost Child,复仇、城市、丢失的孩子,The Secret of the Perfect Father in Law,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,89,ID 7653508780168123400,Ice Breaker,破冰活动,2026-06-21 00:03:50,40,412341,2754,45.9,是 / Yes,Romantic Complications、City,浪漫并发症、城市,Ice Breaker,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,90,ID 7652565038154257416,The Janitor Was a Legendary Surgeon,看门人是一位传奇外科医生,2026-06-18 11:01:31,30,238557,2385,39.8,是 / Yes,Mistaken Identities、City、Medical Drama,错误的身份、城市、医疗剧,The Janitor Was a Legendary Surgeon,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,91,ID 7653245450719613970,The Golden Ruin,黄金废墟,2026-06-20 07:02:00,50,353678,5941,99.0,是 / Yes,Martial Arts、Lost Child、Action,武术、丢失的孩子、行动,The Golden Ruin,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,92,ID 7650348592250786823,The Nero Conspiracy,尼禄的阴谋,2026-06-12 11:40:30,30,318315,1788,29.8,是 / Yes,Political Intrigue、Emperor & Minister、Royal Palace,政治阴谋、皇帝与大臣、皇宫,The Nero Conspiracy,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,93,ID 7652565078029423634,The Dragon's Thorns,龙之荆棘,2026-06-18 11:01:39,29,333045,2240,37.3,是 / Yes,Superior and Inferior、Royal Palace、Forced Love,强弱逆袭、皇宫、强迫的爱,The Dragon's Thorns,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,94,ID 7652952259969651730,"Rebelling with My Dad, Emperor Qin",与我爹秦皇反叛,2026-06-19 12:04:14,40,328338,2784,46.4,是 / Yes,Farming/Business、Political Intrigue,种田/经商、政治阴谋,"Rebelling with My Dad, Emperor Qin",,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,95,ID 7652952023591179282,Code Black: Lockdown,黑色代码：封锁,2026-06-19 12:03:18,21,152580,1767,29.4,是 / Yes,Survival、Ensemble Cast、Mystery,生存、群像、神秘,Deep sea horror: who is still human?,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,96,ID 7650348527696352274,The Frost-Bite Protokol,冻伤协议,2026-06-12 11:40:19,30,328593,1616,26.9,是 / Yes,End-of-the-World、Adventure,世界末日、冒险,The Frost-Bite Protokol,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,97,ID 7652487628486398983,Reborn: Making Billions in the World Cup,重生：在世界杯上赚数十亿,2026-06-18 06:01:13,54,491890,3538,59.0,是 / Yes,Revenge、City,复仇、城市,Reborn: Making Billions in the World Cup,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,98,ID 7652642382802359304,Accent King,口音王,2026-06-18 16:01:38,31,319678,1994,33.2,是 / Yes,City、Superior and Inferior、Skill/Talent Competition,城市、强弱逆袭、技能/才艺竞赛,Accent King,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,99,ID 7652967415726412818,"Pay My Harem, Own the City",支付我的后宫，拥有这座城市,2026-06-19 13:02:56,30,356256,2442,40.7,是 / Yes,City、Sudden Wealth,城市、暴富,"Pay My Harem, Own the City",,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,100,ID 7652951782456628231,My Girlfriend Chose the Rich Guy,我的女朋友选择了有钱人,2026-06-19 12:02:21,30,187086,2080,34.7,是 / Yes,Family Feud、Business Competition,家庭恩怨、商业竞赛,My Girlfriend Chose the Rich Guy,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,101,ID 7631835411711185938,The Last Virgin on Earth,地球上最后的处女,2026-04-30 10:10:00,18,2111588,1322,22.0,是 / Yes,Redemption、End-of-the-World、Adventure,赎回、世界末日、冒险,The Last Virgin on Earth,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,102,ID 7640606445540529173,Detective Vet_ Hear Me Meow,兽医侦探_听我喵喵叫,2026-05-18 18:56:54,20,769394,1274,21.2,是 / Yes,Revenge、Fantasy、Friends to Lovers,复仇、奇幻、朋友到恋人,"A cowardly vet driven to the edge by a tycoon gains cat headphone powers from a stray cat, which lets him hear animals’ thoughts. He counterattacks to solve cases, punish villains, and finally becomes a famous and wealthy detective vet.",,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,103,ID 7631851215868924946,Dirty Rich,肮脏的富人,2026-04-27 11:38:08,24,809989,1536,25.6,是 / Yes,Revenge、Fantasy、Ensemble Cast,复仇、奇幻、群像,Dirty Rich,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,104,ID 7632220746219312146,Natural Disaster. Chosen Hero,自然灾害。选定的英雄,2026-04-28 10:38:07,22,373000,1705,28.4,是 / Yes,Ensemble Cast、Fantasy,群像、奇幻,Natural Disaster. Chosen Hero,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,105,ID 7632155011782628360,Reborn Before the Oil War,石油战争前的重生,2026-04-28 10:31:29,24,2456723,1640,27.3,是 / Yes,End-of-the-World、Lost Child、Revenge,世界末日、丢失的孩子、复仇,Reborn Before the Oil War,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,106,ID 7632218240399463431,Northgate Penitentiary,诺斯盖特监狱,2026-04-28 10:37:44,21,849244,1363,22.7,是 / Yes,Ensemble Cast、Family Disputes、City,群像、家庭纠纷、城市,Northgate Penitentiary,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,107,ID 7632157445187441682,The Honest Guy,诚实的人,2026-04-28 10:33:27,25,484204,1777,29.6,是 / Yes,Revenge、Ensemble Cast、Fantasy,复仇、群像、奇幻,The Honest Guy,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,108,ID 7632160791332049928,The Sugar Daddy Pan,糖爹潘,2026-04-28 10:33:50,22,569628,1333,22.2,是 / Yes,Revenge、Fantasy、Redemption,复仇、奇幻、赎回,The Sugar Daddy Pan,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,109,ID 7640369640325223431,The Last Bid,最后出价,2026-05-16 19:39:44,20,517656,1801,30.0,是 / Yes,Family Feud、Redemption、Revenge,家庭恩怨、赎回、复仇,Gain both wealth and a true heart.,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,110,ID 7631840938486699015,Evil Burger King,邪恶的汉堡王,2026-04-27 11:36:32,26,333066,1587,26.4,是 / Yes,Revenge、Workplace、Redemption,复仇、职场、赎回,Evil Burger King,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,111,ID 7632151681224184840,Do No Harm,不造成伤害,2026-04-28 10:31:09,25,343048,1813,30.2,是 / Yes,Revenge、Superior and Inferior、City,复仇、强弱逆袭、城市,Do No Harm,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,112,ID 7645818389697254420,BORN TO REIGN,为统治而生,2026-05-31 07:07:57,40,419080,2995,49.9,是 / Yes,Royal Palace、Emperor & Minister、Political Intrigue,皇宫、皇帝与大臣、政治阴谋,BORN TO REIGN,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,113,ID 7649219343489831944,The Architect Above Code,代码之上的架构师,2026-06-09 21:20:55,25,315348,1899,31.6,是 / Yes,End-of-the-World、Action、Mistaken Identities,世界末日、行动、错误的身份,The Architect Above Code,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,114,ID 7631786084279587848,Die. Rewind. Repeat.,死。倒带。重复。,2026-04-27 11:28:46,22,357669,1320,22.0,是 / Yes,Bromance、Adventure、Multiverse,兄弟情谊、冒险、多元宇宙,Die. Rewind. Repeat.,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,115,ID 7643236272596603925,The Producer's Revenge,制片人的复仇,2026-05-24 13:40:40,20,3320151,1333,22.2,是 / Yes,Revenge、Celebrity,复仇、名人,The Producer's Revenge,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,116,ID 7632215279228982279,Muscle & Miniguns: The Wild West Meathead,肌肉与迷你枪：狂野西部肉头,2026-04-28 10:37:22,20,809798,1403,23.4,是 / Yes,Revenge、Fantasy,复仇、奇幻,Muscle & Miniguns: The Wild West Meathead,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,117,ID 7631830745136550920,Accept All Cookies,接受所有 Cookie,2026-04-27 11:34:32,25,1081430,1664,27.7,是 / Yes,Adventure、Fantasy,冒险、奇幻,"A man named Kevin, while trying to watch a movie, impatiently clicks 'Accept All Cookies' and accidentally unleashes a giant cookie monster, causing global destruction. As the situation escalates, he finds himself targeted by the FBI.",,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,118,ID 7644416482667009045,Devil's Ledger,恶魔账本,2026-05-31 02:59:50,24,891362,1403,23.4,是 / Yes,Redemption、Crime、City,赎回、犯罪、城市,He burns himself to bury her demons,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,119,ID 7632205883526747144,The Mid-Life Boys_ Saving the Mortgage,中年男孩_拯救抵押贷款,2026-04-28 10:35:28,24,338014,1562,26.0,是 / Yes,Vampire、Ensemble Cast、Revenge,吸血鬼、群像、复仇,The Mid-Life Boys_ Saving the Mortgage,,否 / No,https://www.tiktok.com/@sangaaxdiln
drama.pro28,The Lore Master,The Lore Master,1,ID 7624726251588244481,Reborn from the Ashes,从灰烬中重生,2026-05-31 11:51:50,30,330234,1852,30.9,是 / Yes,Revenge、Fantasy、Love Triangle,复仇、奇幻、三角恋,"Reborn from the Ashes, to revenge",,否 / No,https://www.tiktok.com/@drama.pro28
drama.pro28,The Lore Master,The Lore Master,2,ID 7655348501660062727,The Zombie Queen Fell in Love With a Living Man,僵尸女王爱上了一个活人,2026-06-25 23:04:35,20,807247,2259,37.6,是 / Yes,Romantic Complications、End-of-the-World,浪漫并发症、世界末日,"She rules a million zombies with a single thought, but the one man she can't control is the one she's falling for — and both worlds want them dead for it.",,否 / No,https://www.tiktok.com/@drama.pro28
drama.pro28,The Lore Master,The Lore Master,3,ID 7650101583333970952,My Farm Grows Mutant Dragons,我的农场里养着变异龙,2026-06-12 09:14:16,30,779274,1716,28.6,是 / Yes,Family & Ethics、Rural Area,家庭与道德、乡村,My Farm Grows Mutant Dragons,,否 / No,https://www.tiktok.com/@drama.pro28
drama.pro28,The Lore Master,The Lore Master,4,ID 7647802750641656852,The Gilded Spire,镀金尖塔,2026-06-08 13:00:22,29,15416387,2117,35.3,是 / Yes,dark romance、Palace/Mansion Intrigue、Royal Palace,黑暗浪漫、宫殿/豪宅阴谋、皇宫,The Gilded Spire,,否 / No,https://www.tiktok.com/@drama.pro28
drama.pro28,The Lore Master,The Lore Master,5,ID 7652952464336966663,Kissed by Death,被死亡之吻,2026-06-19 12:06:16,31,776127,1792,29.9,是 / Yes,Romantic Complications、Reconciliation、Fantasy,浪漫并发症、和解、奇幻,Two fated souls defy fate and evil to rekindle entangled lives.,,否 / No,https://www.tiktok.com/@drama.pro28
drama.pro28,The Lore Master,The Lore Master,6,ID 7656958379994387463,Mind Over Heart,心胜于心,2026-06-30 07:11:47,31,249022,2099,35.0,是 / Yes,Romantic Complications、Fantasy、Reconciliation,浪漫并发症、奇幻、和解,She regains memory and reunites with her destined lover finally.,,否 / No,https://www.tiktok.com/@drama.pro28
drama.pro28,The Lore Master,The Lore Master,7,ID 7650349085320598535,Elemental Infinite Reaping,元素无限收割,2026-06-12 11:50:22,25,7874635,1551,25.9,是 / Yes,Fantasy、Adventure、Contract Lovers,奇幻、冒险、合约爱好者,Elemental Infinite Reaping,,否 / No,https://www.tiktok.com/@drama.pro28
drama.pro28,The Lore Master,The Lore Master,8,ID 7650346893511250951,Married to My Ex's Ruthless Uncle,嫁给了我前夫的无情叔叔,2026-06-12 11:34:41,30,352529,2070,34.5,是 / Yes,Married Life、Love After Marriage、Family Feud,婚姻生活、婚后的爱情、家庭恩怨,Married to My Ex's Ruthless Uncle,,否 / No,https://www.tiktok.com/@drama.pro28
drama.pro28,The Lore Master,The Lore Master,9,ID 7650348573195981831,The Exiles Covenant,流亡者盟约,2026-06-12 11:42:53,30,10794711,2229,37.1,是 / Yes,Adventure、Cultivation,冒险、栽培,The Exiles Covenant,,否 / No,https://www.tiktok.com/@drama.pro28
drama.pro28,The Lore Master,The Lore Master,10,ID 7647854078940845076,A Knight's Forbidden Heart,骑士禁忌之心,2026-06-07 17:03:12,30,786126,1631,27.2,是 / Yes,Werewolf、Enemies to Lovers、Romantic Complications,狼人、从敌人到恋人、浪漫并发症,"Alpha werewolf heiress Ella falls for Ruben, a mysterious knight who once robbed her. When Ruben’s secret identity as a forbidden vampire hybrid is exposed amid an enemy siege, they must navigate betrayal, hidden pasts, and intense romance to save their castle and prove that true love can conquer blood feuds.",,否 / No,https://www.tiktok.com/@drama.pro28
